pair_id	han_sentence	viet_sentence
HVB_001_1312	金石此心，永荷乾坤之德；涓埃其报，仰酬海岳之恩。	Tôi nguyện: Giữ dạ trung-trinh, Suốt đời ngay thẳng, Tấc lòng xin tạc đá ghi vàng; thường tưởng thấy đất trời che chở; Muôn một chỉ bụi hồng giọt nước, ngõ đền bồi non bể cao sâu.
HVB_001_1313	附宋时占城国修贡表。	Phụ chép lời biểu của nước Chiêm-Thành dâng lễ cống cho vua nhà Tống.
HVB_001_1314	占城本日南郡象林郡也。 (Nước	Chiêm-Thành vốn là huyện Tượng-Lâm, quận Nhật-Nam.
HVB_001_1315	汉末邑人叛国，号林邑。	Cuối đời nhà Hán, người trong quận làm phản, xưng hiệu là nước Lâm-Ấp
HVB_001_1316	后世国乱，遂建于占城，名占城国。	đời sau nhân cuộc loạn, dời qua đất Chiêm, gọi là nước Chiêm-Thành).
HVB_001_1317	臣僻处海隅，久被王灵之宠；远驰方物，聿修臣职之供。	Nước tôi ở góc bể xa, thường được nhà vua yêu dấu; Muôn dặm về dâng lễ cống, dám quên chức phận tôi đòi.
HVB_001_1318	辄转奉封，上干典属。	Đã mong phong làm nước chư-hầu
HVB_001_1319	窃以越裳重译，闻盛德而归周；盘木献歌，怀至仁而颂汉。	Thì triều cống phải y thường lệ. Tôi trộm nghĩ: Nước Việt-Thường dùng nhiều lớp thông-dịch, mới vào chầu Trung-Quốc, là vì nghe thịnh-đức của nhà Chu; Nước Bàn-Mộc soạn mấy khúc ca-chương, để dâng lên vương-đình, là vì mến lòng nhân của nhà Hán.
HVB_001_1320	惟一人笃迩而举远，故百蛮慕义而向风。	Một người trên có lòng nhân ái; Muôn nước dưới tỏ dạ phục tùng.
HVB_001_1321	况小邦虽称遐陬，在昔日盖为列郡。	Tuy nước tôi ở chốn rất xa xuôi; Vẫn ngày trước có tên trong các quận.
HVB_001_1322	象林画邑，常归粤地之图；铜柱分疆，尚看伏波之迹。	Tượng-Lâm thuộc bản-đồ đất Việt; Đồng-Trụ còn dấu-tích Phục-Ba.
HVB_001_1323	适乐推中土，多有历年。	Chúng tôi: Triều-cống Trung-Hoa; Đã nhiều năm tháng.
HVB_001_1324	方艺祖开基，首骏奔而来贺；数朝继绍，亦踵至而贡修。	Đương thời vua Nghệ-Tổ dựng nước, chúng tôi tới chúc hạ đầu tiên; Xuống đến các triều-đại nối ngôi, chúng tôi lại cống-triều liên-tiếp.
HVB_001_1325	嘉种助于丰年，珍奇献于上苑。	Các cây hoa tốt, đều gieo giống vào đất Trung-Hoa; Những loài vật xinh, cũng đem dâng đến vườn Thượng-Uyển.
HVB_001_1326	每荷蓼萧之泽，聿知葵藿之心。	Trên thi ân tiếp-đãi, nối vận Lục-Tiêu; Dưới hết dạ trung-thành, như hoa quì-hoắc.
HVB_001_1327	颁纶綍以丁宁，锡乘黄于藩庶。	Đinh ninh vâng lời chiếu phụng; Ân-huệ cho cỡi xe vàng.
HVB_001_1328	臣幸逢兴运，窃抚故封。	Tôi nay: Gặp vận may hưởng phước thái bình; Vinh thân mọn ở nơi cố-quốc.
HVB_001_1329	文诏分辉，聊偷安于蚁垤；光天在望，随趋贺于龙庭。	Lần lút trong gò kiến, phận thấp hèn nhờ chiếu Hán vinh-quang; Ngữa trông lên sân rồng, lời chúc hạ có trời Nghiêu soi thấu.
HVB_001_1330	敢陈任土之仪，少效包茅之贡。	Ở nhậm-thổ có một vài phương-vật; Dâng bao mao như các nước chư-hầu.
HVB_001_1331	恭惟皇帝陛下仁同一视，道合三无。	Cung duy Hoàng-đế Bệ-Hạ: Nhất-thị nhân đồng; Tam-vô đạo hợp.
HVB_001_1332	舞干羽于两阶，诞敷帝德；执玉帛者万国，咸造王廷。	Cao dày đức thánh, hai bên văn võ múa can lông, Đông-đúc sân vua, muôn nước công hầu cầm hốt ngọc.
HVB_001_1333	岂尚绥寰宇而求永昌，方将发西城而抚交址。	Chẳng những yên Lào-Quốc mà mở đất Vĩnh-Xương (?); Sắp ra tới Tây-thành mà trị miền Giao-Chỉ.
HVB_001_1334	容光必照，不忘僻陋之区；岐道有夷，职在要荒之服。	Trời một loạt toả ra ánh sáng, dẫu hang cùng cũng soi tới tận nơi; Đường ba ngã tất có nơi bằng, hễ người ở thì làm thành hoa đất.
HVB_001_1335	臣占风服化，就日驰诚。	Tôi: Nương theo phong hoá; Trải hết trung thành.
HVB_001_1336	涉万里之瀛波，第勤输賮；梦九重之钧奏，徒怅戴盆。	Bôn ba muôn dặm bể khơi, để về dâng lễ; Mộng tưởng chín tầng nhạc thổi, lần tới nghe ca.
HVB_001_1337	誓殚绵薄之忠，永答洪庞之施。	Tấc lòng ghi tạc ân sâu; Muôn một đền bồi lượng cả.
HVB_001_1338	汉交州九真日南刺史太守附三国时刺守邓勲，南阳人，后汉西华晨祖父为交州牧，益居昌居翁子也。	Đặng-Huân. Người Nam-Dương, ông nội của Tây-Hoa-Hầu Đặng-Thần, đời Hậu-Hán làm chức Châu-Mục ở Giao-Châu.
HVB_001_1339	汉五凤五年，交州刺史邓让，不知何许人。	Ích-Cư-Xương. Con của Cư-Ông, trong năm Ngũ-Phụng thứ 5, làm Thứ-sử quận Giao-Châu.
HVB_001_1340	按光武纪，王莽末，交址诸郡闭境自守。	Đặng-Nhượng. Thân-thế thế nào chưa rõ, nhưng theo sách sử-ký của đời vua Quang-Võ trong Hậu-Hán-Thư, thời trong thời Vương-Mãng, các quận Giao-Chỉ, đều đóng cửa tự giữ lấy
HVB_001_1341	岑彭素与交址牧邓让厚善，与让书陈国家威德，于是让率诸郡太守遣使奉贡，悉封列侯。	có Sầm-Bành ngày thường có tình thân-mật với Đặng-Nhượng làm quan Mục ở đất Giao-Chỉ, đưa thư cho Nhượng, Nhượng bèn suất cả các Thái-Thú ở các quận, sai sứ đem lễ-vật về cống-hiến, sau đó đều được phong tước hầu.
HVB_001_1342	锡光，汉中人，平时守交址，教民礼义。	Tích-Quang. Người Hán-Trung, trong thời vua Bình-Đế, làm Thái-Thú đất Giao-Chỉ, lấy lễ-nghĩa dạy dân.
HVB_001_1343	任延，字长孙，年十二明诗、易、春秋，显名太学中，号曰任圣童。	Nhậm-Diên. Tự là Trường-Tồn, mới 12 tuổi đã thông hiểu Kinh Thi, Kinh Dịch, Kinh Xuân-Thu, nổi tiếng trong trường Thái-Học, người ta gọi là Nhậm-Thánh Đồng, nghĩa là Ông thánh con nít họ Nhậm.
HVB_001_1344	建武初，守九真。	Đầu niên hiệu Kiến-Võ (25 sau Công-Nguyên), làm Thái-Thú quận Cửu-Chân.
HVB_001_1345	俗以渔猎为业，不事耕种，乃教恳辟，岁租开广，百姓充给。	Theo phong-tục tập-quán thì dân Cửu-Chân chỉ làm nghề đánh cá và săn thú, chứ không biết cày cấy. Nhâm-Diên dạy dân vỡ đất hoang, trồng lúa, đất mỗi năm mỗi mở rộng thêm, dân được no đủ giàu có.
HVB_001_1346	贫民无礼聘者，延令长吏以下省俸禄以赈助之。	Còn hạng dân nghèo không có tiền cưới vợ, thì Nhâm-Diên bắt từ quan Trưởng-Sử trở xuống phải chịu bới lương bổng để giúp kẻ nghèo.
HVB_001_1347	同时娶者二千人。	Vì vậy, số người cưới vợ trong một lúc tới 2.000 người.
HVB_001_1348	是岁风雨顺节，禾稼丰衍。	Năm ấy, mưa gió thuận hoà, các giống lúa đều được mùa.
HVB_001_1349	其产子者名为任。	Nhà nào sinh được con cũng đặt tên Nhâm.
HVB_001_1350	视事四年，召还，九真人立祠。	Cai-trị được bốn năm, Nhâm-Diên trở về Trung-Quốc, người quận Cửu-Chân lập nhà sinh-từ để thờ.
HVB_001_1351	苏定，建武初守交址，贪暴，由是徵贼杀定而叛，马援平之。	Tô-Định. Đầu năm Kiến-Võ, làm Thái-Thú quận Giao-Chỉ, tính tham lam mà hung dữ, nên Trưng-Trắc giết Tô-Định làm phản. Sau đó, nhà Hán sai Mã-Viện qua dẹp yên cuộc loạn ấy.
HVB_001_1352	李善，字次孙，南阳人，为汉太子舍人。	Lý-Thiện. Tự là Thứ-Tôn, người đất Nam-Dương, làm chức Thái-Tử Xá-Nhân của nhà Hán.
HVB_001_1353	显宗时守日南，以惠爱为政，怀来异俗，迁九真太守。	Trong thời vua Hiển-Tông, làm Thái-Thú quận Nhật-Nam, làm việc hay dùng ân-huệ, bác-ái đối với dân, nên dân ở các xứ khác cũng phục tùng, đổi làm chức Thái-Thú quận Cửu-Chân.
HVB_001_1354	张恢，显宗时守交址，坐赃伏法，以资物簿入司农，诏颁群臣。	Trương-Khôi. Trong triều vua Hiển-Tông, làm Thái-Thú Giao-Chỉ, vì ăn hối-lộ bị tội, của bị tịch thu vào kho. Vua nhà Hán ra lời chiếu lấy của ấy ban cho các quan.
HVB_001_1355	胡贡，广父也，为交址都尉。	Hồ-Cống. Cha của Hồ-Quảng, làm chức Đô-Uý quận Giao-Chỉ.
HVB_001_1356	樊演，顺帝永和二年为交州刺史，日南象林贼蛮区怜反，演发兵击之。	Phàn-Diễn. Trong năm Vĩnh-Hoà thứ 2 (137) của Thuận-Đế, làm chức Thứ-Sử quận Giao-Chỉ. Giặc mọi Khu-Liên huyện Tượng-Lâm, quận Nhật-Nam làm phản, Diễn phát quân ra đánh bị thua.
HVB_001_1357	张乔，永和三年为交州刺史，遣使慰诱象林叛贼，悉降。	Trương-Kiều. Trong năm Vĩnh-Hoà thứ 3 (138), làm chức Thứ-Sử quận Giao-Châu, sai sứ-thần đi ủy-dụ bọn giặc mọi ở huyện Tượng-Lâm; bọn giặc đều hàng phục.
HVB_001_1358	祝良，字邵卿，湘人。	Chúc-Lương. Tự là Thiệu-Khanh, người Lâm-Tương.
HVB_001_1359	永和间为九真太守。	Trong năm Vĩnh-Hoà (136-141), làm Thái-Thú quận Cửu-Chân.
HVB_001_1360	初，蛮区怜叛，良至，单车入贼中，招以威信，降者数万，岭外悉平。	Bọn mọi Khu-Liên nổi làm phản; lúc Lương đến, chỉ đi một chiếc xe vào nơi giặc hiểu dụ, lấy oai tín mà thuyết-phục, người tới đầu hàng có vài vạn, cõi đất Lãnh-Ngoại đều yên cả.
HVB_001_1361	周敬，字子敬，吴人也。	Châu-Xưởng. Tự là Tử-Kính, người đất Ngô.
HVB_001_1362	永和六年守交址，上书云：交土既远，处九州之外，北望京师，若瞻云汉，宜有方伯，为国南藩。	"Trong năm Vĩnh-Hoà thứ 6 (141), làm Thái-Thú Giao-Chỉ. Xưởng dâng thư tâu rằng: ""Đất Giao-Chỉ ở xa, ngoài cả chín Châu, trông về Kinh-đô như xem ngôi sao Vân-Hán, thì nên đặt ra một chức Phương-Bá để làm một hàng rào phía nam cho quốc-gia""."
HVB_001_1363	遂拜敬交州刺史。	Nhà Hán bèn phong Xưởng làm chức Thứ-Sử Giao-Châu.
HVB_001_1364	夏方，刺交州。	Hạ-Phương. Làm Thứ-Sử Giao-Châu đời Thuận-Đế, (126-144)
HVB_001_1365	顺帝初，交址反，揺扇九真，相与连结。	dân Giao-Chỉ làm phản, phiến động đến Quận Cửu-Chân, kết bè đảng với nha.
HVB_001_1366	方诱以恩信，贼降。	Phương lấy ấn-tín khuyến dụ, nên bọn giặc đầu hàng
HVB_001_1367	以功迁桂阳刺史。	nhân công đó, được thăng lên chức Thái-Thú quận Quế-Dương.
HVB_001_1368	延禧三年，以九真馀寇，复命刺史交州。	Năm Diên-Hy thứ 3 (160), dư đảng bọn giặc quận Cửu-Chân lại nổi lên mãnh-liệt, nên triều-đình lại sai Phương làm Thứ-Sử ở Giao-Châu
HVB_001_1369	方威惠素著，贼相率降。	Phương cai-trị có ân có oai, nên quân giặc kéo nhau tới xin hàng cả.
HVB_001_1370	杨扶，会稽人也。	Dương-Phò. Người Cối-Kê
HVB_001_1371	祖茂从光武征伐有功，命扶为交州刺史。	cháu của Dương-Mậu. Dương Mậu theo vua Hán Quang-Võ chinh phạt có công, nay cho Phò làm Thứ-Sử quận Giao-Châu.
HVB_001_1372	倪式，永寿三年居九真。	Nghê-Thức. Trong năm Vĩnh-Thọ (Hoàn-đế), làm Thái-Thú quận Cửu-Chân.
HVB_001_1373	时夙令贪暴，邑人杀令，率众攻九真。	Lúc bấy giờ, quan lệnh huyện Cư-Phong tham lam hung bạo, nên người trong huyện là Châu-Đạt giết quan lệnh và suất quân chúng đánh cả quận Cửu-Chân.
HVB_001_1374	式战死，诏赐钱六十万，拜二子为郎。	Thức tử trận. Vua Hán hạ chiếu ban thưởng 60 vạn quan tiền, lại cho hai người con làm quan Lang-Trung.
HVB_001_1375	魏朗，字少英，会稽人。	Ngụy-Lãng. Tự là Thiếu-Anh, người Cối-Kê
HVB_001_1376	以彭城令为九真都尉。	làm quan lệnh huyện Bành-Thành, thăng lên chức Đô-Úy quận Cửu-Chân.
HVB_001_1377	永寿三年，蛮叛，倪式战殁，朗至，厉兵五千，破贼乃平。	Trong năm Vĩnh-Thọ thứ 3 (157), bọn mọi làm phản, Nghê-Thức tử trận, Lãng tới, trị việc binh ngũ rất nghiêm, dẹp yên được giặc.
HVB_001_1378	祝恬，字伯休，中山人。	Chúc-Điềm. Tự là Bá-Hưu, người Trung-Sơn
HVB_001_1379	南越志云：恬为司徒，以直言犯上，斥为交州刺史。	"Sách Nam-Việt-Chí chép rằng: ""Điềm làm chức Tư-Đồ, vì nói thẳng xúc phạm đến vua, bị giáng làm Thứ-Sử quận Giao-Châu."
HVB_001_1380	政清恩被，甚得民心。	"Ông làm việc thanh-liêm, lại có ân-huệ với dân, cho nên được lòng dân lắm""."
HVB_001_1381	葛只，延禧六年，交叛，为贼所拘。	Cất-Kỳ. Năm Diên-Hy thứ 6 (163), đi đánh giặc Giao-Châu, bị giặc bắt sống giữ lại.
HVB_001_1382	丁富，桓帝时刺史交州，召为司徒。	Đinh-Cung. Đời vua Hoàn-đế (147-167), làm chức Thứ-Sử Giao-Châu, được mời về nhậm chức Tư-Đồ.
HVB_001_1383	张磐，字子石，丹阳人，延禧为交州刺史。	Trương-Bàn. Tự là Tử-Thạch, người Đan-Dương. Trong năm Diên-Hy (158-166), làm Thứ-Sử Giao-Châu.
HVB_001_1384	虞韶，翻父也。	Ngu-Thiều. Cha của Ngu-Phiên.
HVB_001_1385	后汉日南太守，惠泽及民，身死归乡，有雁随棺，会稽栖塜乃去。	Trong đời Hậu-Hán làm Thái-Thú quận Nhật-Nam, có ân-huệ với dân, đến khi chết, đưa quan-tài về làng, có bầy chim nhạn bay theo đến Cối-Kê, đậu trên phần mộ, chôn xong mới bay đi.
HVB_001_1386	朱隽，字公伟，会稽人。	Châu-Tuấn. Tự là Công-Vỹ, người Cối-Kê.
HVB_001_1387	灵帝光和元年，交州梁龙与南海太守孔芝叛，拜隽交州刺史。	Năm Quang-Hoà thứ 4 của Linh-Đế (181), Lương-Long ở quận Giao-Châu cùng với Thái-Thú quận Nam-Hải là Khổng-Chỉ làm phản, vua Hán sai Tuấn làm Thứ-Sử quận Giao-Châu.
HVB_001_1388	道过本乡，率家兵及所调五千人，从两道入。	Khi đi qua quận nhà, Tuấn chiêu mộ người nhà hợp với 5.000 quân chia hai đạo tiến vào.
HVB_001_1389	先观实虚，宣威扬德，以震动其心。	Trước tiên đã cho người tới quận để do thám tình hình hư thiệt của giặc và tuyên truyền oai đức để chấn-động nhân-tâm của bọn giặc
HVB_001_1390	既而七郡兵进追之，斩梁龙，降数万人。	liền đó kéo các đạo quân ở bảy quận áp tới đánh chém Lương-Long, rồi quân giặc đầu hàng, ước mấy vạn người.
HVB_001_1391	以功封都亭侯。	Nhân công đó, được phong tước Đô-Đình-Hầu.
HVB_001_1392	李进，字登高，灵帝时交州刺史。	Lý-Tiến. Tự là Đăng-Cao, trong thời vua Linh-đế (168-189), làm Thứ-Sử quận Giao-Châu.
HVB_001_1393	贾宗，字孟坚，聊城人。	Giả-Tông. Tự là Mạnh-Kiên, người Liêu-Thành
HVB_001_1394	举孝廉，迁京兆尹。	đậu khoa hiếu-liêm, bổ làm Kinh-Triệu-Doãn.
HVB_001_1395	交址多梗化，其前后刺史率无清行，吏民叛怨。	Đương thời ấy ở đất Giao-Châu có nhiều của báu, các quan Thứ-Sử bổ tới, lớp trước cũng như lớp sau, không ai giữ được nết trong sạch, nên lại-thuộc và nhân-dân đều oán mà làm phản.
HVB_001_1396	中平初，三府举宗为交州刺史。	Năm đầu hiệu Trung-Bình (184), triều-đình cử Giả-Tông làm Thứ-Sử quận Giao-Châu.
HVB_001_1397	宗到郡，移书告示，各复生业，招抚荒散，蠲复徭役，斩渠帅，简选良吏，百姓安之。	Sau khi đến Quận, Tông đưa giấy hiểu thị, khiến nhân-dân đều yên nghiệp làm ăn, chiêu-mộ những người hoang-tán, tha xâu-thuế, giết những cườnghào bóc-lột, chọn những người hiền lành làm quan, trăm họ đều yên
HVB_001_1398	歌曰：贾父来晚，使我先反；今见清平，吏不敢犯。	"dân trong quận làm lời ca rằng: ""Giả phụ lai vân, sử giã tiên phản, kim kiến thanh-bình, bất cảm phục bạn"", nghĩa là: ông cha họ Giả tới muộn, khiến chúng ta trước kia làm phản, nay thấy quan trường thanh-liêm và công-bình, không dám bội bạn nữa""."
HVB_001_1399	周乘为御史，以直忤意，出为交州刺史。	Chu-Thặng. Làm chức Ngự-Sử, vì nói thẳng trái ý vua, nên bị cho ra làm Thứ-Sử Giao-Châu.
HVB_001_1400	上书云：交州绝域，习俗贪浊，强宗聚奸，长吏肆虐，侵渔万民。	"Khi tới quận nhậm chức xong, dâng thơ cho vua nói rằng: ""Giao-Châu là nơi tuyệt-vực, tập tục tham ô, các họ hào-cường thì gian-dối, các chức trưởng-sử thì bạo-ngược, hà hiếp bóc lột muôn dân."
HVB_001_1401	臣受深恩，职预爪牙，欲为圣朝扫清一方。	"Tôi được ơn trên cho tới giữ chức trọng yếu, làm nanh vút cho triều-đình. Tôi muốn vì thánh-triều nghiêm-trị một địa phương cho trong sạch""."
HVB_001_1402	时属城解绶去者三十馀人。	Lúc đó, các thuộc quan quận Giao-Châu từ chức bỏ đi nơi khác hơn 30 người.
HVB_001_1403	沈佺期诗云：周乘安交址。 (Thẩm	"thuyên-Kỳ có câu thơ rằng: ""Chu Thặng an Giao-Chỉ"", nghĩa là Ông Chu-Thặng làm đất Giao-Chỉ được yên)."
HVB_001_1404	蹇兰，汉交址太守。	Kiển-Lan. Làm Thái-Thú quận Giao-Chỉ trong thời nhà Hán.
HVB_001_1405	赖先，交址太守。	Lại-Tiên. Làm Thái-Thú quận Giáo-Chỉ.
HVB_001_1406	至元二十二年内附安抚使赖益岿乃其后也。 (Năm	Chí-Nguyên thứ 22 (1285), có quan An-Vũ-Sứ nội-phụ triều Nguyên tên là Lại-Ích-Quy là cháu xa đời của Lại-Tiên).
HVB_001_1407	黄盖，吴日南太守，贪冒见逐。	Hoàng-Cái. Làm Thái-Thú quận Nhật-Nam, về triều nhà Ngô, vì tham-lam, giả dối, bị đuổi.
HVB_001_1408	儋萌，守九真，以私怨杀功曹歆，歆弟杀萌。	Đam-Manh. Làm Thái-Thú quận Cửu-Chân, vì sự hiềm oán riêng mà giết quan Công-Tào tên là Phan-Hâm, rồi người em của Hâm lại giết Manh.
HVB_001_1409	朱符，建安五年刺史交址，侵虐强贼，逐杀之。	Chu-Phù. Trong năm Kiến-An thứ 5 của Hiến-Đế (200), làm Thứ-Sử quận Giao-Chỉ, chính-sách bóc lột và ngoan ngược, bị giặc đánh đuổi, giết chết.
HVB_001_1410	张津，字子南，南阳人。	Trương-Tân. Tự là Tử-Vân, người Nam-Dương.
HVB_001_1411	建安八年刺史交州，与刘表有隙，遂兴兵，为其将区景所杀。	Trong năm Kiến-An thứ 6 (201), làm Thứ-Sử Giao-Châu. Nhân có sự hiềm-khích với Lưu-Biểu, năm nào cũng dấy binh đánh, sau bị bộ-tướng là Khu-Cảnh giết chết.
HVB_001_1412	赖恭，零陵人。	Lại-Cung. Người Linh-Lăng
HVB_001_1413	刘表遣为交州刺史，仁谨，不习世故，为苍梧太守吴巨所逐。	được Lưu-Biểu sai làm Thứ-Sử quận Giao-Châu, tính người nhân-từ, cẩn-thận, không thạo việc đời, bị Thái-Thú quận Thương-Ngô là Ngô-Cự đuổi đi.
HVB_001_1414	刘先主用为太常。	Lưu-Tiên-Chúa (Lưu-Bị) dùng làm chức Thái-Thường.
HVB_001_1415	綦母团，会稽人。	Ky-Vô-Hạp. Người Cối-Kê
HVB_001_1416	刘表遣为交州刺史。	được Lưu-Biểu sai làm Thứ-Sử quận Giao-Châu.
HVB_001_1417	朱治，字君理，丹阳人。	Chu-Trị. Tự là Quân-Lý, người Đan-Dương.
HVB_001_1418	建安七年，孙权表治为扶义将军、九真太守，时平夷越。	Trong năm Kiến-An thứ 7 (202), Tôn-Quyền dâng biểu cử Trị làm Phò-Nghĩa Tướng-Quân, giữ chức Thái-Thú quận Cửu-Chân, đánh yên quân mọi và Việt.
HVB_001_1419	士燮，字威彦，其先鲁国汶上人。	Sĩ-Nhiếp. Tự là Ngạn-Oai, nguyên trước tổ-tiên là người Vấn-Thượng, nước Lỗ
HVB_001_1420	遭王莽乱，避兵交址六世。	gặp thời Vương-Mãng làm loạn, lánh nạn qua ở Giao-Chỉ được 6 đời.
HVB_001_1421	桓帝时，燮父赐为日南太守。	Trong thời Hoàn-đế, (147-167) thân sinh của Nhiếp là Sĩ-Tử làm Thái-Thú quận Nhật-Nam.
HVB_001_1422	燮本师颍川刘子奇，治左氏春秋，为作经解。	Nhiếp lúc còn nhỏ, theo học với Lưu-Tử-Kỳ ở Dĩnh-Xuyên, học sách Xuân-Thu, Tả-Truyện, làm lời chú-giải
HVB_001_1423	由孝廉补尚书郎，以公事免官，举茂才，迁交址太守。	sau đậu khoa hiếu-liêm, được bổ làm chức Thượng-Thư-Lang. Nhân vì việc công, phải cách-chức, sau lại đậu khoa Mậu-Tài, làm chức Thái-Thú quận Giao-Chỉ.
HVB_001_1424	董卓乱，交址刺史朱符为贼所杀。	Trong thời loạn Đổng-Trác, Chu-Phù làm Thứ-Sử Giao-Chỉ bị quân giặc giết.
HVB_001_1425	燮至郡，气宇宽厚，谦虚下士，国人加爱。	Nhiếp tới quận nhận chức, thái-độ rộng rãi, trung-hậu, lại hay khiêm-nhượng thành kính trong lúc đối đãi với các sĩ-phu, cho nên người trong nước thêm phần kính trọng.
HVB_001_1426	中州士人往依避难。	Các bậc nhân-sĩ Trung-Quốc lánh nạn qua ở đất Việt, đến nương nhờ Sĩ-Nhiếp.
HVB_001_1427	燮弟壹守合浦，兄弟并为列侯，雄长一方。	Em của Nhiếp là Sĩ-Nhất làm Thái-Thú Hợp-Phố, còn anh em khác, mỗi người cai-trị một quận. Sĩ-Nhiếp hùng cứ một phương
HVB_001_1428	出入鸣钟磬箫鼓，车马满道，夹毂焚香，常有数十。	khi đi ra đi vào, thì có hiệu-lệnh chuông khánh, trống kèn, xe ngựa chật đường, quân lính theo hầu hai bên xe, xông trầm hương, có vài mươi người.
HVB_001_1429	妻妾乘辎軿，当时贵重，震管百蛮，尉佗不足逾也。	Vợ hầu đều đi xe có che màn, con em cỡi ngựa, có lính đi theo hộ vệ, đương lúc đó, quí trọng không ai bằng, trăm giống mọi thảy đều khiếp phục, so với Triệu-Đà ngày trước cũng không hơn được.
HVB_001_1430	初，朱符、张津被杀，州郡扰乱。	Khi trước Chu-Phù và Trương-Tân đều bị giết, châu, quận nổi loạn
HVB_001_1431	帝赐玺书曰：交州绝域，南带江海，上恩不宣，下义壅遏。	"vua nhà Hán ban chiếu thư nói: ""Đất Giao-Châu là xứ xa ngút, phía Nam lại cách trở nhiều sông, biển, ơn trên không thấm xuống dân, tình dân không thấu đến triều-đình"
HVB_001_1432	刘表遣赖恭窥南土。	ta biết nghịch-tặc là Lưu-Biểu sai tên Lại-Cung qua cướp lấy Nam-thổ.
HVB_001_1433	今以士燮为绥南将军，董七郡，领交址太守如故。	"Nay ta cho Sĩ-Nhiếp làm chức Tuy-Nam Tướng-Quân, coi cả bảy quận mà lãnh Thái-Thú Giao-Chỉ như cũ""."
HVB_001_1434	燮乃遣吏张旻奉贡京师。	Nhiếp sai người lại-thuộc là Trương-Dục qua Kinh-Sư nạp lễ cống.
HVB_001_1435	时天下丧乱，道路断绝，而燮不废贡职。	Lúc bấy giờ, thiên-hạ loạn lạc, đường sá đứt đoạn, mà Nhiếp không khi nào bỏ hở việc cống-hiến
HVB_001_1436	特复下诏拜安远将军，封龙度亭侯。	nên vua Hán ra lời chiếu phong Nhiếp làm An-Viễn Tướng-Quân, Long-Độ-Đình-Hầu.
HVB_001_1437	建安末，孙权遣步隲为交州刺史。	Cuối niên hiệu Kiến-An (220), Tôn-Quyền sai Bộ-Chất, làm Thứ-Sử quận Giao-Châu.
HVB_001_1438	隲到，燮兄弟奉节度。	Chất đến, anh em Nhiếp tuân theo tiết-chế của nhà Ngô.
HVB_001_1439	权以燮为左将军，遂遣使入贡。	Quyền cho Nhiếp làm Tả-Tướng-Quân, Nhiếp sai người con là Khâm, qua Trung-Quốc dâng lễ cống-hiến.
HVB_001_1440	迁燮卫将军，封龙编侯。	Quyền lại thăng Nhiếp làm Võ-Vệ Tướng-Quân, Long-Biên-Hầu.
HVB_001_1441	每遣使诣权，致杂香、明珠、珊瑚、琥珀、孔雀、犀、象、奇物、异果，芭蕉、龙眼之属，无岁不致。	Mỗi lần sai sứ-thần qua chầu Tôn-Quyền, thì dâng lên các hương-liệu, châu, ngọc, san-hô, hổ-phách, chim công, sừng-tê, ngà voi, đồ lạ, của quí và các thứ quả ngon ngọt như chuối, long-nhãn, không thiếu thức gì và không năm nào không đưa qua.
HVB_001_1442	燮在郡四十年，寿九十卒。	Nhiếp ở quận Giao-Chỉ 40 năm, thọ 90 tuổi.
HVB_001_1443	士䵋，燮弟也，为九真太守。	Sĩ-Vỹ. Em của Sĩ-Nhiếp, lãnh chức Thái-Thú quận Cửu-Chân.
HVB_001_1444	士徽，燮子也。	Sĩ-Huy. Con của Sĩ-Nhiếp.
HVB_001_1445	燮卒，自领交址太守。	Sau khi Sĩ-Nhếp mất, Huy tự lãnh chức Thái-Thú quận Giao-Chỉ
HVB_001_1446	权遣陈时代徽为太守，徽拒之，后为吕岱所斩。	sau bị Lữ-Đại chém.
HVB_001_1447	戴良，交州刺史。	Đái-Lương. Làm Thứ-Sử Giao-Châu đời Ngô.
HVB_001_1448	黄武五年，以交址远，合浦以北为广州，以南为交州。	Năm Hoàng Võ thứ 5 (226), nhân vì đất Giao-Chỉ ở xa, nên chia từ quận Hợp Phố trở về Bắc làm Quảng-Châu, từ quận Giao-Chỉ trở về Nam làm Giao-Châu.
HVB_001_1449	拜良为刺史。	Vua Ngô cho Lương làm Thứ-Sử
HVB_001_1450	良与陈时入境，士徽拒之。	Lương cùng Trần-Thời vào đất Giao-Châu đều bị Sĩ-Huy chống cự.
HVB_001_1451	步骘，字子山，淮阴人。	Bộ-Chất. Tự là Tử-Sơn, người Hoài-âm
HVB_001_1452	避乱江东南，为吴中郎将。	tỵ loạn qua Giang-Đông làm chức Trung-Lang-Tướng cho nước Ngô
HVB_001_1453	征南将军刘表所置苍梧太守吴巨外附内逆，骘诱斩之。	kiêm chức Chính-Nam Tướng-Quân. Nguyên trước Lưu-Biểu có đặt Ngô-Cự làm Thái-Thú quận Thương-Ngô, nhưng Cự bề ngoài phục tùng, mà bề trong thì trái lệnh. Chất dụ Cự đem chém.
HVB_001_1454	权迁骘为交州刺史。	Tôn-Quyền thăng Chất làm Thứ-Sử Giao-Châu
HVB_001_1455	到郡，威声大振，南土遂平。	Chất đến Quận, oai thanh lừng lẫy, Nam-Thổ bình yên.
HVB_001_1456	延康初，权遣吕岱代之。	Sơ niên Diên-Khang Quyền sai Lữ-Đại đến thay Chất.
